,userId,trackId,rating,heard
0,701,74476228,3,0
1,701,68559485,1,0
2,701,88304149,3,1
3,701,52503871,4,0
4,701,1209016,4,0
5,655,99107038,2,0
6,701,15100914,1,0
7,655,1528629,3,0
8,701,4841406,2,0
9,655,89216421,3,0
10,701,17963617,3,0
11,701,77522417,4,0
12,701,89056103,3,0
13,655,79775986,4,1
14,655,14147479,3,0
15,655,76423928,2,0
16,655,71614478,3,0
17,655,8478319,1,0
18,655,11979974,3,0
19,655,71179576,3,0
20,701,67653031,2,0
21,701,20370431,3,0
22,539,64104781,3,0
23,701,53349101,3,0
24,539,66211014,2,0
25,539,81306288,3,0
26,701,39917131,1,0
27,539,17380488,3,0
28,539,46822571,4,1
29,539,91217118,3,0
30,539,1926589,2,0
31,539,60992209,1,0
32,701,66703496,3,0
33,539,73205697,2,0
34,539,41112091,3,0
35,701,13385260,4,0
36,701,11725882,4,0
37,701,77682184,4,0
38,701,16201983,2,0
39,701,77014514,3,0
40,539,76068551,3,0
41,539,14603033,3,0
42,539,12491045,3,0
43,539,85324704,1,0
44,701,23372091,4,0
45,655,66293468,2,0
46,539,90988663,4,0
47,701,67582502,3,0
48,539,54445651,3,0
49,701,11602496,2,0
50,539,1936363,2,0
51,655,78543531,3,0
52,701,64706999,3,0
53,655,71560165,3,0
54,539,37260501,1,0
55,701,25671361,4,0
56,539,99677218,2,0
57,655,1702066,3,0
58,539,14556837,3,0
59,701,6344074,2,0
60,701,77273513,3,0
61,655,72462639,1,0
62,701,8247183,4,0
63,701,29056981,1,1
64,539,37563911,2,0
65,33,69614247,1,0
66,655,87954089,3,0
67,701,80893728,4,0
68,539,63883063,4,0
69,539,73675971,3,0
70,539,79345729,3,0
71,539,85205712,3,1
72,539,74162962,3,0
73,539,76993066,2,0
74,655,68267799,3,0
75,379,1955175,2,0
76,539,71614478,2,0
77,655,60987641,1,0
78,539,526229,3,0
79,655,75286204,2,0
80,379,9702723,1,0
81,539,80947484,4,0
82,655,891436,2,0
83,379,56640741,1,0
84,379,11521425,1,0
85,33,73561246,2,0
86,379,28495341,3,0
87,33,82445156,1,0
88,379,68221676,1,0
89,539,82925846,2,0
90,379,23540241,2,0
91,157,16435287,3,0
92,539,67976638,3,0
93,539,8855569,1,0
94,157,77244359,3,0
95,539,73246025,3,0
96,379,3921282,3,0
97,537,6260076,2,0
98,539,3407958,1,0
99,539,7747321,3,0
100,157,5466246,1,0
101,33,8883995,2,0
102,539,79063887,2,0
103,539,91011063,2,0
104,157,92169736,1,0
105,655,16053451,1,0
106,539,75286204,2,0
107,157,1118030,4,0
108,537,78405037,1,0
109,539,74710553,1,0
110,33,17801250,2,1
111,655,70294292,3,0
112,379,69501553,1,0
113,157,4524232,1,0
114,537,60797755,4,1
115,655,66107883,1,0
116,379,91412514,1,0
117,655,75517415,2,0
118,655,77279367,3,0
119,157,87123785,1,0
120,379,16053451,3,1
121,539,10737055,2,0
122,537,66676859,3,0
123,157,68254523,3,0
124,655,73331759,1,0
125,539,74863964,3,0
126,379,74215323,3,1
127,539,4524232,3,0
128,655,71603224,4,1
129,539,69818709,2,0
130,539,11521425,2,0
131,379,83504220,1,0
132,655,61776943,1,0
133,157,13382403,1,0
134,655,2030307,3,0
135,539,12985555,4,0
136,379,50405761,2,0
137,537,17489120,1,0
138,539,78361807,3,0
139,157,5953902,3,0
140,33,1481358,1,0
141,379,16329637,1,0
142,539,16762601,3,0
143,655,65007713,3,0
144,539,61449519,3,0
145,537,70743428,1,0
146,157,69121790,3,0
147,539,80788398,2,0
148,379,62329923,1,0
149,33,66985565,2,0
150,157,4729155,3,0
151,655,74571723,1,0
152,537,70077941,1,0
153,157,65802069,1,0
154,379,13526995,1,0
155,655,14320658,2,0
156,157,70045109,3,0
157,537,64322720,2,0
158,655,74041643,1,0
159,33,15661190,1,0
160,157,74984635,1,0
161,655,18161074,3,0
162,379,1481358,1,0
163,539,74215323,2,0
164,655,73203277,2,0
165,157,1730398,1,0
166,539,78436103,4,0
167,379,16256608,2,0
168,655,79297993,1,0
169,539,2560749,3,0
170,157,14047278,2,0
171,539,14320658,3,0
172,33,65991636,1,0
173,539,4119245,2,0
174,655,5775938,1,0
175,379,72325972,3,1
176,539,4566336,2,1
177,655,75419623,2,0
178,157,1103326,2,0
179,537,66295263,1,1
180,157,68058194,1,0
181,33,16347072,2,0
182,539,56047801,2,0
183,655,88519867,2,0
184,157,89056103,1,0
185,539,24403451,1,0
186,655,5953902,1,0
187,539,66268564,2,0
188,379,71655629,1,0
189,379,64516028,2,0
190,33,71051592,3,0
191,379,70625832,1,0
192,379,4250024,1,0
193,157,73626918,1,0
194,379,12561291,1,0
195,539,1674626,2,0
196,539,14147479,3,0
197,379,7235600,2,0
198,157,11517123,2,0
199,539,70083584,3,0
200,157,67204737,3,0
201,701,16053451,2,1
202,539,15232718,2,0
203,539,4157260,4,0
204,157,71578197,3,0
205,655,81956284,1,0
206,701,73691383,2,0
207,539,8046663,2,0
208,379,71142799,1,0
209,539,15597432,3,0
210,701,6862149,3,0
211,33,88304149,2,1
212,157,62019639,1,0
213,701,37563911,4,0
214,655,95955228,2,0
215,539,2481288,1,0
216,701,72269660,3,1
217,157,5832569,3,0
218,655,71173042,1,0
219,379,64169643,1,0
220,539,69292911,2,0
221,701,84063179,3,1
222,157,3473230,3,0
223,539,6240693,2,0
224,33,9883417,2,0
225,655,3369711,3,0
226,379,74911301,3,1
227,157,64550046,2,0
228,655,72269660,3,0
229,701,24403451,2,0
230,379,15036397,3,0
231,33,85205712,3,0
232,550,16162722,1,0
233,701,74411753,3,0
234,655,94073932,2,0
235,157,16103952,1,0
236,655,85324704,2,0
237,539,15864476,3,0
238,701,84592297,1,0
239,539,78426407,2,0
240,655,772894,2,0
241,539,2586286,3,0
242,701,75372277,1,0
243,539,1125208,2,0
244,539,10659848,2,0
245,550,14245093,2,0
246,655,10353921,2,0
247,539,10752377,2,0
248,379,67810265,3,0
249,550,68071549,1,0
250,157,69614247,3,0
251,33,62264016,1,0
252,550,88593241,1,0
253,655,78758277,1,0
254,539,74805689,2,0
255,701,6422598,2,0
256,157,7444285,2,0
257,379,82550184,1,0
258,550,6739525,1,0
259,701,2926402,3,0
260,539,89850847,3,0
261,550,11643845,1,0
262,157,13259634,1,0
263,701,65802069,3,0
264,33,78671626,1,0
265,539,66241687,3,0
266,379,22549011,1,0
267,701,4701067,1,0
268,157,46183361,2,0
269,379,78171374,1,0
270,701,78852759,3,1
271,33,10466925,1,0
272,157,78426407,1,0
273,379,78041957,1,0
274,550,91145851,2,0
275,701,70870518,1,1
276,550,71579567,1,0
277,655,4096104,2,0
278,701,78468571,4,1
279,157,80593378,3,0
280,539,23372091,3,0
281,537,5726259,1,0
282,701,16744376,4,0
283,539,67751351,3,0
284,157,79535742,1,0
285,33,75479128,1,0
286,701,4313595,4,1
287,539,46219471,2,1
288,655,82264336,1,0
289,786,16435287,2,0
290,157,56047801,3,0
291,539,69614247,2,0
292,539,3513394,2,0
293,655,62264016,2,0
294,379,89160781,4,1
295,157,71430746,3,0
296,539,77705560,2,0
297,786,66181073,3,1
298,539,56930031,2,0
299,379,15493514,2,0
300,701,15825404,2,0
301,655,66237014,4,0
302,539,11790246,2,0
303,539,91236046,2,0
304,379,75764632,1,0
305,157,3648429,1,0
306,701,82138970,3,1
307,550,11689986,1,0
308,379,74879737,1,0
309,157,1400070,1,0
310,539,91091131,1,0
311,701,82900774,4,0
312,379,9100736,2,0
313,786,62019639,1,0
314,550,10524260,1,0
315,157,75575521,2,0
316,655,76993066,2,0
317,701,36995311,2,0
318,550,73561246,2,0
319,157,66107883,3,0
320,701,78580184,4,0
321,550,87623241,1,0
322,655,77682184,3,0
323,786,15100914,1,1
324,539,13123158,3,0
325,157,76455055,1,0
326,701,73638064,2,0
327,550,8647650,1,0
328,539,8642307,2,0
329,157,72032570,2,0
330,539,8458109,3,0
331,655,11689986,1,0
332,379,70151784,3,0
333,550,53801451,1,0
334,701,3407958,1,0
335,655,62652749,4,0
336,539,94636848,3,0
337,157,11640186,3,0
338,701,91940648,4,0
339,655,16347072,2,0
340,33,36012181,1,0
341,539,14440304,2,0
342,786,13176911,2,1
343,539,75249221,2,0
344,550,17605922,1,1
345,655,76503289,2,0
346,539,87926321,3,0
347,701,56552931,1,0
348,157,2555176,2,0
349,379,89978661,1,0
350,701,13070544,4,0
351,550,88026203,1,0
352,379,87623241,1,0
353,539,2957577,2,0
354,701,70761560,3,0
355,157,89184603,3,0
356,33,72135139,3,0
357,539,90984519,4,0
358,539,49553651,3,0
359,157,23724351,3,0
360,701,65018773,1,0
361,379,73246025,3,0
362,550,74457421,3,1
363,550,78446434,3,1
364,701,65391788,3,0
365,379,5384567,1,0
366,157,71615450,2,0
367,786,98104668,2,0
368,550,65483312,1,0
369,786,91145851,1,0
370,701,5673785,3,0
371,157,39955981,3,0
372,379,56050751,1,0
373,701,936457,2,0
374,157,66685987,1,0
375,33,70151784,1,0
376,379,9240886,2,0
377,550,86452109,2,0
378,701,10752377,2,0
379,157,9566254,3,0
380,550,14147479,1,0
381,786,67540709,2,0
382,157,77052505,3,0
383,379,37260501,2,0
384,701,12985555,1,0
385,550,14603033,1,0
386,701,5479603,3,0
387,550,92169736,1,0
388,157,3407958,1,0
389,33,4678105,1,0
390,786,80619478,3,0
391,379,74625078,1,0
392,701,18167172,1,0
393,157,91108501,3,0
394,550,63720689,1,0
395,157,23190261,1,0
396,550,89071893,3,0
397,701,77664234,2,0
398,550,73357729,3,1
399,157,31102171,3,1
400,701,2030307,3,0
401,786,61107680,3,0
402,157,66237014,3,0
403,379,62297140,1,0
404,379,73561246,1,0
405,379,82445156,3,0
406,701,75696425,2,0
407,157,15676309,3,1
408,33,16033869,3,0
409,701,67619943,2,0
410,379,9566254,2,0
411,157,6422598,1,0
412,33,9566254,3,0
413,701,78236344,2,0
414,550,77603443,1,0
415,701,67199484,4,0
416,550,11521425,1,0
417,379,92169672,1,0
418,701,8046663,2,0
419,379,63992344,1,0
420,701,73203277,3,0
421,550,7925568,1,0
422,537,87226779,2,0
423,379,8647650,1,1
424,550,774905,2,0
425,701,69292911,2,0
426,550,74738131,2,1
427,786,7444285,1,0
428,550,43865151,2,0
429,701,83888799,3,1
430,33,7107386,1,0
431,379,72581182,2,1
432,550,81246014,3,0
433,701,12697219,1,0
434,786,2287585,4,1
435,550,7682490,2,0
436,701,12668977,1,0
437,550,74035232,1,0
438,786,77052505,4,1
439,537,64104781,2,0
440,550,77052505,2,1
441,379,66893259,2,0
442,33,68267799,2,0
443,157,4517211,2,1
444,550,73853929,1,0
445,537,4096104,1,0
446,379,74396670,1,0
447,786,4156841,3,0
448,550,9240886,2,0
449,537,15123380,1,0
450,157,89623327,2,0
451,33,15080702,1,0
452,157,7561859,1,0
453,379,89623327,3,0
454,550,13779595,1,0
455,786,29946871,1,0
456,701,21926661,1,0
457,157,71242791,3,1
458,701,85017611,4,1
459,379,65850520,2,1
460,550,71938672,1,0
461,701,5600091,2,0
462,537,36995311,1,1
463,379,15597432,2,0
464,550,16082575,2,0
465,33,13148373,4,0
466,701,76570826,2,0
467,550,14440304,2,0
468,157,29177071,3,0
469,786,3464299,3,1
470,701,17801250,2,0
471,537,67785320,1,0
472,379,94073932,2,0
473,157,84768993,3,0
474,550,89911461,1,0
475,379,94636848,1,0
476,157,65845323,1,0
477,550,61210275,2,1
478,379,75479128,1,0
479,701,16329637,1,0
480,537,9420701,2,0
481,786,68670357,3,0
482,550,936457,1,0
483,701,14954817,2,0
484,157,73994908,1,0
485,33,74066212,2,0
486,379,71100142,3,0
487,550,74330740,2,1
488,550,69292911,2,0
489,157,36995311,1,0
490,537,71418484,2,0
491,701,60850009,1,0
492,550,74805689,1,0
493,157,62228580,3,0
494,379,81539762,1,0
495,550,68068261,1,0
496,701,17605922,2,1
497,379,66761683,1,0
498,157,67758791,1,0
499,33,80788398,1,0
500,701,71603224,4,1
501,157,77960617,3,1
502,379,66947315,1,0
503,537,5775938,1,0
504,157,72541825,2,0
505,379,70405744,1,0
506,701,69121790,2,0
507,157,4967715,3,0
508,701,76310214,3,0
509,786,46725701,2,0
510,379,92125584,1,0
511,33,1589044,2,0
512,157,69562013,2,0
513,379,6862149,1,0
514,701,67346349,4,0
515,157,78446434,3,0
516,701,78426407,2,0
517,33,17950794,1,0
518,786,65954048,3,0
519,157,2410091,3,0
520,701,67204737,2,0
521,379,15409904,1,0
522,550,74476228,1,0
523,701,1926589,2,0
524,33,8629910,2,0
525,157,2057449,1,0
526,550,89216421,1,0
527,379,72783014,2,0
528,157,63336157,2,1
529,550,15123380,1,0
530,379,52503871,2,0
531,701,91108501,3,0
532,157,52147611,3,0
533,550,72033090,1,0
534,33,71938672,1,0
535,379,66107883,3,0
536,701,65989449,2,0
537,157,60797755,3,1
538,550,15100914,2,0
539,379,6250190,1,0
540,550,90988663,1,0
541,157,64230569,3,0
542,550,76401318,1,0
543,379,5953902,2,0
544,33,2557026,3,0
545,379,12697219,1,0
546,157,60850009,2,0
547,550,13176911,1,1
548,157,91415418,1,0
549,537,6422598,1,0
550,379,82938704,2,0
551,786,71051592,2,0
552,537,85051554,1,0
553,157,1243656,3,0
554,550,79032380,1,0
555,379,81246014,2,0
556,379,83355578,1,0
557,537,72033090,1,0
558,701,17489120,3,0
559,157,81508148,3,1
560,550,15676309,1,0
561,786,73009950,4,1
562,33,6495689,1,0
563,157,76503289,1,0
564,379,84039329,2,0
565,712,1400070,2,0
566,701,64169643,2,0
567,537,8647650,2,0
568,379,74250587,1,0
569,550,73626918,1,0
570,786,73214241,4,1
571,379,70312948,1,0
572,712,14538246,2,1
573,550,7695006,1,0
574,379,70744165,1,0
575,537,2405183,4,1
576,550,93868746,2,1
577,712,69180862,2,0
578,33,70555369,2,1
579,786,15735462,1,0
580,550,4250024,1,0
581,379,60797755,4,1
582,550,75943787,2,1
583,550,62264016,1,0
584,379,69035594,1,0
585,786,66107883,1,0
586,537,69292911,1,0
587,537,74330740,1,0
588,712,65081458,2,0
589,157,62343841,2,0
590,379,9391101,2,0
591,33,2481288,1,0
592,550,71100142,1,0
593,537,86514651,1,0
594,550,13148373,1,0
595,157,65850390,2,0
596,786,72269660,3,0
597,550,9159424,2,0
598,537,12985555,1,1
599,379,82027610,2,0
600,157,72070691,1,0
601,550,66947315,1,0
602,379,88593241,1,0
603,786,70151283,1,0
604,33,65483312,2,0
605,379,78368276,1,0
606,33,49553651,1,0
607,157,69818709,2,0
608,712,75997659,2,0
609,550,72996973,1,0
610,379,1209016,1,0
611,537,72071167,1,0
612,157,4403979,1,0
613,379,86744433,1,0
614,550,1863914,1,0
615,786,72549866,3,0
616,550,12280130,1,0
617,157,10466925,2,0
618,712,74326190,2,0
619,379,12547602,2,0
620,550,11421822,1,0
621,33,64962419,2,0
622,379,16103952,1,0
623,550,77787512,1,0
624,786,73854012,3,0
625,157,91503926,1,0
626,379,10258708,1,0
627,550,78361807,2,1
628,786,66947315,3,0
629,712,79177655,2,0
630,157,74066212,2,0
631,379,72277601,3,0
632,33,6991004,1,0
633,550,63610804,1,0
634,157,8431767,2,0
635,712,23190261,2,0
636,537,6914695,1,0
637,379,65117707,1,0
638,550,60850009,3,0
639,550,72135139,1,0
640,550,8750746,2,0
641,33,3473230,2,0
642,550,82900774,2,1
643,712,90146311,2,0
644,537,13471586,3,1
645,550,14320658,1,0
646,550,77023726,1,0
647,537,70625832,1,0
648,33,34321711,3,0
649,550,7235600,1,1
650,786,61220152,1,0
651,550,72032570,1,0
652,550,64322720,1,0
653,786,1863914,1,0
654,537,4250024,2,0
655,33,67755007,1,0
656,537,5563439,3,0
657,786,63720689,3,0
658,550,75735062,2,1
659,712,72541825,2,0
660,33,78405037,3,0
661,537,12123622,1,0
662,157,47057261,1,0
663,550,70292834,2,1
664,510,25580011,1,0
665,786,75296739,1,0
666,537,16287865,1,1
667,550,18054075,1,0
668,786,43957041,4,1
669,550,78695208,1,1
670,510,65081458,2,0
671,786,17489120,3,0
672,537,37260501,1,0
673,550,67976638,2,0
674,33,77329649,2,0
675,510,33456271,2,0
676,550,70083584,2,0
677,712,71358064,2,0
678,786,71752391,4,1
679,550,2586286,1,0
680,550,60797755,2,1
681,33,86262325,2,0
682,550,16960561,1,0
683,550,65155203,2,1
684,510,50929511,3,0
685,537,14556837,2,0
686,550,6154428,2,1
687,510,66676859,1,0
688,550,91091131,1,0
689,537,1103326,1,0
690,786,73378305,2,0
691,712,2840362,2,0
692,550,70761560,1,0
693,510,62264016,1,0
694,510,77158575,3,0
695,786,74770835,3,0
696,462,67093926,2,0
697,33,15825404,1,0
698,786,74709640,2,0
699,510,12697219,1,0
700,712,89216421,2,0
701,510,92129718,1,0
702,462,89216421,1,1
703,33,65117707,1,0
704,510,75710556,1,0
705,712,8966603,2,0
706,510,67346349,1,0
707,462,64766302,2,1
708,786,46219471,2,0
709,510,71539796,2,0
710,786,62297140,1,0
711,510,68965877,1,0
712,462,74250587,3,0
713,492,71152082,1,0
714,712,14218071,2,0
715,786,87360055,3,0
716,510,17964785,4,0
717,786,79318731,3,0
718,522,5344097,2,0
719,510,4841406,3,0
720,712,3369711,2,0
721,786,71560165,2,0
722,522,69946823,1,0
723,462,11335416,2,0
724,492,25580011,2,0
725,510,71379069,1,0
726,522,66685987,2,0
727,786,2484112,3,0
728,522,73246025,2,0
729,33,76423928,2,0
730,510,68091989,1,0
731,33,4096104,3,1
732,522,72269660,2,0
733,510,82548950,1,0
734,786,5632174,2,0
735,522,62742762,3,0
736,462,8818789,2,0
737,510,1869815,3,0
738,492,62945228,1,1
739,712,98104668,3,0
740,786,14229391,3,0
741,33,93868746,3,0
742,522,89414147,3,0
743,510,29056981,3,0
744,712,74396670,2,0
745,534,65503200,2,0
746,462,91236046,2,1
747,712,69990343,2,0
748,534,2970306,1,0
749,33,60835820,1,0
750,786,88519867,3,1
751,522,18167172,2,1
752,534,14201087,3,0
753,712,62652749,2,0
754,522,891436,2,0
755,786,61776943,4,1
756,510,89106253,1,0
757,522,68220174,2,0
758,534,69237717,3,0
759,510,8028053,1,0
760,33,79535742,2,1
761,534,33456271,3,1
762,462,78671626,3,0
763,510,68071549,1,0
764,534,33357171,3,1
765,510,5832569,2,0
766,522,74476228,3,0
767,510,8458109,1,0
768,786,6081186,3,1
769,522,76551964,2,0
770,534,73933929,3,0
771,510,2995148,3,0
772,522,4257083,2,0
773,522,81246014,1,0
774,786,9103959,3,1
775,522,71539796,1,0
776,33,12220488,1,0
777,522,76455835,1,0
778,534,91917646,1,1
779,712,8192953,2,0
